Дата,Артикул,Название,Категория,Тип изменения,Старое значение,Новое значение,Разница
2026-09-23 16:52:05,400748.050,Овергрип Joma Club - Orange,Падел - Аксессуары,Новый товар,0,23,23
2026-09-23 16:52:05,448305,Защитная лента Bullpadel PRO для падел-ракетки 2pk,Падел - Аксессуары,Новый товар,0,26,26
2026-09-23 16:52:05,SPO76-3FY,Овергрип 7/6 Padel Super Tacky - Fluorescent Yellow 3 pk,Падел - Аксессуары,Новый товар,0,11,11
2026-09-23 16:52:05,WRR940100,Защитная лента Wilson Padel Guard - White,Падел - Аксессуары,Новый товар,0,7,7
2026-09-23 16:52:05,WR8906601001,Овергрип Wilson Padel Pro Overgrip - 1PK,Падел - Аксессуары,Новый товар,0,239,239
2026-09-23 16:52:05,SPO76-3LB,Овергрип 7/6 Padel Super Tacky - Light Blue 3 pk,Падел - Аксессуары,Новый товар,0,28,28
2026-09-23 16:52:05,455595,Утяжелитель Bullpadel в ручку для падел-ракетки,Падел - Аксессуары,Новый товар,0,15,15
2026-09-23 16:52:05,450851,Защитная лента Bullpadel для падел-ракетки 1pk,Падел - Аксессуары,Новый товар,0,38,38
2026-09-23 16:52:05,WR8416601001,Овергрип Wilson Profile Padel 3pk - Black,Падел - Аксессуары,Новый товар,0,20,20
2026-09-23 16:52:05,285111-BK,Овергрип Head Padel Pro - Black,Падел - Аксессуары,Новый товар,0,2,2
2026-09-23 16:52:05,400748.060,Овергрип Joma Club - Yellow,Падел - Аксессуары,Новый товар,0,20,20
2026-09-23 16:52:05,WR8911101001,Овергрип Wilson AbsorbX Padel Overgrip 3 Pack - Red,Падел - Аксессуары,Новый товар,0,28,28
2026-09-23 16:52:05,SPO76-3BL,Овергрип 7/6 Padel Super Tacky - Blue 3 pk,Падел - Аксессуары,Новый товар,0,17,17
2026-09-23 16:52:05,285111-PK,Овергрип Head Padel Pro - Pink,Падел - Аксессуары,Новый товар,0,7,7
2026-09-23 16:52:05,AC2BA1-PI,Овергрип Adidas Perforated 3pk - Pink,Падел - Аксессуары,Новый товар,0,14,14
2026-09-23 16:52:05,AC2BA0,Защитная лента Adidas Protection Tape,Падел - Аксессуары,Новый товар,0,12,12
2026-09-23 16:52:05,OVPROBLCO3,Овергрип Nox Pro Padel Overgrip 3pk - Mixed Colours,Падел - Аксессуары,Новый товар,0,3,3
2026-09-23 16:52:05,285111-YW,Овергрип Head Padel Pro - Yellow,Падел - Аксессуары,Новый товар,0,11,11
2026-09-23 16:52:05,AC2BA1-YE,Овергрип Adidas Perforated 3pk - Yellow,Падел - Аксессуары,Новый товар,0,16,16
2026-09-23 16:52:05,471959,Мячи для падел BullPadel Premium Pro 3B,Падел - Мячи,Новый товар,0,0,0
2026-09-23 16:52:05,540203,Мячи для падел Head Padel Pro+ 3B,Падел - Мячи,Новый товар,0,0,0
2026-09-23 16:52:05,575383,Мячи для падел Head Padel One S 3B,Падел - Мячи,Новый товар,0,0,0
2026-09-23 16:52:05,PB76-003,Мячи для падл 7/6 Padel Tour 3 X 24,Падел - Мячи,Новый товар,0,0,0
2026-09-23 16:52:05,PB76-004,Мячи для падл 7/6 Padel Pro 2.0 3 X 24,Падел - Мячи,Новый товар,0,0,0
2026-09-23 16:52:05,540303,Мячи для падел Head Padel Pro S+ 3B,Падел - Мячи,Новый товар,0,0,0
2026-09-23 16:52:05,WR8908401001,Мячи для падел Wilson Premier Padel 3B,Падел - Мячи,Новый товар,0,0,0
2026-09-23 16:52:05,471962,Мячи для падел Bullpadel FIP Next Pro 3B,Падел - Мячи,Новый товар,0,0,0
2026-09-23 16:52:05,WJ76-WHBK,Ветровка женская 7/6 Woman Jacket - White/Black,Одежда,Товар удалён с сайта,11,0,-11
2026-09-23 16:52:05,IB3776-010,Футболка женская Nike Victory - Black/White,Одежда,Товар удалён с сайта,1,0,-1
2026-09-23 16:52:05,MTS76-010,Футболка для мальчиков 7/6 Max T-shirt 2.0 - Black,Одежда,Товар удалён с сайта,18,0,-18
2026-09-23 16:52:05,TJ76-BK,Ветровка мужская 7/6 Taylor Man Jacket - Black,Одежда,Товар удалён с сайта,17,0,-17
2026-09-23 16:52:05,KS76-2520,Юбка женская 7/6 Kris Skirt - Potent Purple,Одежда,Товар удалён с сайта,7,0,-7
2026-09-24 06:17:31,ORS-7601,Чехол для ракетки 7/6 One Racket - Black,Сумки и чехлы,Изменение количества,31,30,-1
2026-09-24 06:17:31,ORS-1632,Чехол для ракетки 7/6 One Racket - Shell Pink,Сумки и чехлы,Изменение количества,32,31,-1
2026-09-24 06:17:31,KB276-PK,Детский рюкзак 7/6 Kids Backpack 2.0 - Pink,Сумки и чехлы,Изменение количества,13,12,-1
2026-09-24 06:17:31,CB76-BK,Сумка 7/6 Club Bag - Black,Сумки и чехлы,Изменение количества,7,6,-1
2026-09-24 06:17:31,BA5451-BL,Сумка 7/6 Racket Holder 6 Rackets - Blue,Сумки и чехлы,Изменение количества,5,4,-1
2026-09-24 06:17:31,DB76-BK,Сумка 7/6 Tennis Duffle Bag - Black,Сумки и чехлы,Изменение количества,12,11,-1
2026-09-24 06:17:31,TB76-1559,Сумка 7/6 Tournament Bag - Red,Сумки и чехлы,Изменение количества,13,11,-2
2026-09-24 06:17:31,261325-NV,Сумка Head Base Racquet Bag S - Navy,Сумки и чехлы,Изменение количества,2,1,-1
2026-09-24 06:17:31,260404-LLAN,Сумка Head Pro Duffle Bag L - Liquid Lime/Anthracite,Сумки и чехлы,Изменение количества,4,3,-1
2026-09-24 06:17:31,260326-OR,Сумка Head Tour Racquet Bag S - Orange,Сумки и чехлы,Изменение количества,4,3,-1
2026-09-24 06:17:31,GT76-4718,Футболка для девочек 7/6 Mia T-shirt - Hydro,Одежда,Изменение количества,43,42,-1
2026-09-24 06:17:31,MTS76-010,Футболка для мальчиков 7/6 Max T-shirt 2.0 - Black,Одежда,Новый товар,0,18,18
2026-09-24 06:17:31,MTS76-4718,Футболка для мальчиков 7/6 Max T-shirt 2.0 - Hydro,Одежда,Изменение количества,33,32,-1
2026-09-24 06:17:31,MTL76-4718,Футболка мужская 7/6 Loddy T-Shirt 2.0 - Hydro,Одежда,Изменение количества,24,23,-1
2026-09-24 06:17:31,MTL76-1632,Футболка мужская 7/6 Loddy T-Shirt 2.0 - Shell Pink,Одежда,Изменение количества,39,38,-1
2026-09-24 06:17:31,VT76-4201,Футболка мужская 7/6 Victory Cotton T-shirt - Grey,Одежда,Изменение количества,11,10,-1
2026-09-24 06:17:31,IH2085-394,Футболка мужская Nike Court Heritage Tennis T-Shirt - Barely Green,Одежда,Изменение количества,4,3,-1
2026-09-24 06:17:31,KTS76-0515,Футболка женская 7/6 Kate T-shirt - Lemon Icing,Одежда,Изменение количества,31,30,-1
2026-09-24 06:17:31,KTS76-2520,Футболка женская 7/6 Kate T-shirt - Potent Purple,Одежда,Изменение количества,7,5,-2
2026-09-24 06:17:31,W1330002,Футболка женская Bidi Badu Crew V-Neck - Black,Одежда,Новый товар,0,2,2
2026-09-24 06:17:31,W1330002,Футболка женская Bidi Badu Crew V-Neck - Navy,Одежда,Новый товар,0,1,1
2026-09-24 06:17:31,HQ2994-006,Футболка женская Court Advantage Pro T-Shirt - Steam/White,Одежда,Изменение количества,1,2,1
2026-09-24 06:17:31,IM0310-341,Футболка женская Nike Slam Women's Tennis T-Shirt - Gorge Green,Одежда,Новый товар,0,1,1
2026-09-24 06:17:31,IB3776-010,Футболка женская Nike Victory - Black/White,Одежда,Новый товар,0,1,1
2026-09-24 06:17:31,KSK76-4718,Юбка детская 7/6 Kristy Skirt - Hydro,Одежда,Изменение количества,36,35,-1
2026-09-24 06:17:31,KSK76-1632,Юбка детская 7/6 Kristy Skirt - Shell Pink,Одежда,Изменение количества,33,32,-1
2026-09-24 06:17:31,KS76-2520,Юбка женская 7/6 Kris Skirt - Potent Purple,Одежда,Новый товар,0,7,7
2026-09-24 06:17:31,KS76-1215,Юбка женская 7/6 Kris Skirt - Shaved Chocolate,Одежда,Изменение количества,32,31,-1
2026-09-24 06:17:31,NS76-1215,Юбка женская 7/6 Nata Skirt - Shaved Chocolate,Одежда,Изменение количества,33,32,-1
2026-09-24 06:17:31,FD5574-744,Юбка женская Nike Court Victory Skirt - Alabaster/White,Одежда,Новый товар,0,1,1
2026-09-24 06:17:31,DH9779-629,Юбка женская Nike Court Victory Straight Skirt - Aster Pink/Black,Одежда,Новый товар,0,1,1
2026-09-24 06:17:31,FD6528-844,Юбка женская Nike Victory Skirt - Apricot Agate,Одежда,Новый товар,0,1,1
2026-09-24 06:17:31,G1200001,Капри для девочек Bidi Badu Crew - Black,Одежда,Изменение количества,5,4,-1
2026-09-24 06:17:31,G1200001,Капри для девочек Bidi Badu Crew - Dark Blue/Pink,Одежда,Новый товар,0,1,1
2026-09-24 06:17:31,MJJ76-1215,Кофта мужская 7/6 Jackie Jacket Men - Shaved Chocolate,Одежда,Изменение количества,26,25,-1
2026-09-24 06:17:31,FB6443-010,Козырек Nike ADV Ace Visor - Black,Одежда,Изменение количества,10,9,-1
2026-09-24 06:17:31,FB6443-006,Козырек Nike ADV Ace Visor - Steam/Anthracite/Black,Одежда,Изменение количества,8,7,-1
2026-09-24 06:17:31,II3375-503,Лонгслив женский Nike Court Slam Long-Sleeve Cropped - Light Magenta/Black,Одежда,Новый товар,0,1,1
2026-09-24 06:17:31,G1580023-TW,Майка женская Bidi Badu Twiggy Chill - Blue/Mixed,Одежда,Новый товар,0,7,7
2026-09-24 06:17:31,NT76-4104,Майка женская Nata Sleeveless T-shirt - Antarctica,Одежда,Изменение количества,13,12,-1
2026-09-24 06:17:31,II3606-010,Майка женская Nike Court Advantage - Black/White,Одежда,Изменение количества,7,8,1
2026-09-24 06:17:31,AD76-100,Платье женское 7/6 Arina Dress - White,Одежда,Изменение количества,8,7,-1
2026-09-24 06:17:31,MD276-2520,Платье женское 7/6 Mari Dress 2.0 - Potent Purple,Одежда,Изменение количества,12,11,-1
2026-09-24 06:17:31,MD276-1215,Платье женское 7/6 Mari Dress 2.0 - Shaved Chocolate,Одежда,Изменение количества,31,30,-1
2026-09-24 06:17:31,BPL76-1119,Поло детское 7/6 Sasha Polo - Taos Taupe,Одежда,Изменение количества,8,7,-1
2026-09-24 06:17:31,MPA76-0106,Поло мужское 7/6 Andy Polo - Light Green/Green,Одежда,Изменение количества,3,2,-1
2026-09-24 06:17:31,MPA76-1215,Поло мужское 7/6 Andy Polo - Shaved Chocolate,Одежда,Изменение количества,37,36,-1
2026-09-24 06:17:31,PL7060-010,Поло мужское 7/6 Ankl Polo 2.0 - Black,Одежда,Изменение количества,37,35,-2
2026-09-24 06:17:31,PL7060-4718,Поло мужское 7/6 Ankl Polo 2.0 - Hydro,Одежда,Изменение количества,30,29,-1
2026-09-24 06:17:31,PL76-1119,Поло мужское 7/6 Anlk Polo - Taos Taupe,Одежда,Изменение количества,10,9,-1
2026-09-24 06:17:31,IB1028-006,Поло мужское Nike Court Slam Tennis Polo - Steam/Barely Green/Black,Одежда,Изменение количества,5,4,-1
2026-09-24 06:17:31,BSH76-010,Шорты детские 7/6 Tema Shorts - Black,Одежда,Изменение количества,17,16,-1
2026-09-24 06:17:31,BSH76-4718,Шорты детские 7/6 Tema Shorts - Hydro,Одежда,Изменение количества,37,36,-1
2026-09-24 06:17:31,SH7060-010,Шорты мужские 7/6 Miran Shorts 7 - Black,Одежда,Изменение количества,28,27,-1
2026-09-24 06:17:31,SH7760-4718,Шорты мужские 7/6 Miran Shorts 7 - Hydro,Одежда,Изменение количества,42,41,-1
2026-09-24 06:17:31,SH7060-100,Шорты мужские 7/6 Miran Shorts 7 - White,Одежда,Изменение количества,20,19,-1
2026-09-24 06:17:31,SH9760-4718,Шорты мужские 7/6 Miran Shorts 9 - Hydro,Одежда,Изменение количества,49,47,-2
2026-09-24 06:17:31,FD5384-451,"Шорты мужские Nike Court Victory 9"" Short - Obsidian",Одежда,Изменение количества,11,10,-1
2026-09-24 06:17:31,WSA76-156,Шорты женские 7/6 Alex Shorts - Red Alert,Одежда,Изменение количества,10,11,1
2026-09-24 06:17:31,IB0769-133,Шорты женские Nike Court Collection High Waist Short - Sail,Одежда,Изменение количества,6,5,-1
2026-09-24 06:17:31,JP76-1215,Штаны мужские 7/6 Jackie Pants Men - Shaved Chocolate,Одежда,Изменение количества,25,24,-1
2026-09-24 06:17:31,TJ76-BK,Ветровка мужская 7/6 Taylor Man Jacket - Black,Одежда,Новый товар,0,17,17
2026-09-24 06:17:31,WJ76-WHBK,Ветровка женская 7/6 Woman Jacket - White/Black,Одежда,Новый товар,0,11,11
2026-09-24 06:17:31,KSB-201,Кроссовки детские 7/6 Bimby – Light Grey,Обувь,Изменение количества,76,73,-3
2026-09-24 06:17:31,275236-RDDR,Кроссовки детские Head Revolt Pro 5.0 Clay - Red/Dark Red,Обувь,Изменение количества,1,2,1
2026-09-24 06:17:31,275314-BNBK,Кроссовки детские Head Sprint 3.5 Junior - Banana/Black,Обувь,Изменение количества,5,4,-1
2026-09-24 06:17:31,275315-LINV,Кроссовки детские Head Sprint Pro 4.0 Junior - Lime/Navy,Обувь,Изменение количества,4,3,-1
2026-09-24 06:17:31,JMATS2503C,Кроссовки детские Joma Master 1000 Junior Clay - Navy/Blue,Обувь,Новый товар,0,1,1
2026-09-24 06:17:31,JMATW2604C,Кроссовки детские Joma Master 1000 Junior Clay - Royal/Blue,Обувь,Изменение количества,7,8,1
2026-09-24 06:17:31,TS76-BKWH,Кроссовки мужские 7/6 - Marble 2.0 - Black/White,Обувь,Изменение количества,19,17,-2
2026-09-24 06:17:31,TS76-4939,Кроссовки мужские 7/6 Marble 2.0 - Blue Blossom,Обувь,Новый товар,0,42,42
2026-09-24 06:17:31,TS76-0201,Кроссовки мужские 7/6 Marble 2.0 -  Dark Grey,Обувь,Новый товар,0,83,83
2026-09-24 06:17:31,TS76-0116,Кроссовки мужские 7/6 Marble 2.0 - Green Blossom,Обувь,Изменение количества,33,32,-1
2026-09-24 06:17:31,TS76-4300,Кроссовки мужские 7/6 Marble 2.0 - Light Grey,Обувь,Новый товар,0,34,34
2026-09-24 06:17:31,FV5552-001,Кроссовки мужские Nike Court Air Zoom Vapor 12 HC - Black/Dark Smoke Grey/White,Обувь,Изменение количества,25,24,-1
2026-09-24 06:17:31,FV5552-403,Кроссовки мужские Nike Court Air Zoom Vapor 12 HC - University Blue/Midnight Navy,Обувь,Изменение количества,6,5,-1
2026-09-24 06:17:31,FZ2155-102,Кроссовки мужские Nike Court Vapor Lite 3 HC - White/Midnight Navy,Обувь,Изменение количества,4,3,-1
2026-09-24 06:17:31,IB6555-100,Кроссовки мужские Nike Vapor 12 - Sail/Turf Orange/Blue Ribbon Heather/Black,Обувь,Изменение количества,2,3,1
2026-09-24 06:17:31,HV1475-100,Кроссовки мужские Nike Vapor Lite 3 HC Premium - White/Hot Lava/Wolf Grey/Black,Обувь,Изменение количества,4,6,2
2026-09-24 06:17:31,IQ5179-005,Кроссовки мужские Nike Zoom GP Challenge 1.5 Clay - Steam/Black/Light Silver/White,Обувь,Изменение количества,5,4,-1
2026-09-24 06:17:31,TS76-BKWH,Кроссовки женские 7/6 - Marble 2.0 - Black/White,Обувь,Новый товар,0,1,1
2026-09-24 06:17:31,TS76-0201,Кроссовки женские 7/6 Marble 2.0 - Dark Grey,Обувь,Новый товар,0,47,47
2026-09-24 06:17:31,TS76-0116,Кроссовки женские 7/6 Marble 2.0 - Green Blossom,Обувь,Новый товар,0,4,4
2026-09-24 06:17:31,TS76-4300,Кроссовки женские 7/6 Marble 2.0 - Light Grey,Обувь,Изменение количества,43,42,-1
2026-09-24 06:17:31,TS76-1264,Кроссовки женские 7/6 Marble 2.0 - Orange Blossom,Обувь,Новый товар,0,8,8
2026-09-24 06:17:31,TS76-WHBK,Кроссовки женские 7/6 - Marble 2.0 - White/Black,Обувь,Новый товар,0,3,3
2026-09-24 06:17:31,HQ6027-003,Кроссовки женские Nike Court Air Zoom Vapor 12 Clay - Light Silver/Black/Steam,Обувь,Изменение количества,10,9,-1
2026-09-24 06:17:31,06GXON124O,"Струна для сквоша X-ONE Orange 1,24 200 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,241101,"Теннисная струна Babolat RPM Blast 1,25 12 метров",Теннисные струны,Новый товар,0,17,17
2026-09-24 06:17:31,241101,"Теннисная струна Babolat RPM Blast 1,30 12 метров",Теннисные струны,Изменение количества,57,56,-1
2026-09-24 06:17:31,281103,"Теннисная струна Head HAWK 1,20 12 метров",Теннисные струны,Новый товар,0,9,9
2026-09-24 06:17:31,281784,"Теннисная струна Head LYNX 1,20 12 метров",Теннисные струны,Новый товар,0,3,3
2026-09-24 06:17:31,281099,"Теннисная струна Head Rip Control 1,30 12 метров",Теннисные струны,Новый товар,0,16,16
2026-09-24 06:17:31,AN12-FY,"Теннисная струна 7/6 Antelope - Yellow 1,25 12 метров",Теннисные струны,Изменение количества,82,77,-5
2026-09-24 06:17:31,EG12-NL,"Теннисная струна 7/6 Eagle - Natural 1,25 12 метров",Теннисные струны,Новый товар,0,42,42
2026-09-24 06:17:31,LN12-BK,"Теннисная струна 7/6 Lion - Black 1,25 12 метров",Теннисные струны,Новый товар,0,67,67
2026-09-24 06:17:31,OC12-SL,"Теннисная струна 7/6 Octopus - Silver 1,25 200 метров",Теннисные струны,Новый товар,0,3,3
2026-09-24 06:17:31,RH12-BK,"Теннисная струна 7/6 Rhino - Black 1,22 12 метров",Теннисные струны,Новый товар,0,100,100
2026-09-24 06:17:31,RH12-BL,"Теннисная струна 7/6 Rhino - Blue 1,22 200 метров",Теннисные струны,Новый товар,0,6,6
2026-09-24 06:17:31,RH12-BL,"Теннисная струна 7/6 Rhino - Blue 1,27 12 метров",Теннисные струны,Новый товар,0,29,29
2026-09-24 06:17:31,SH12-RD,"Теннисная струна 7/6 Shark - Red 1,25 200 метров",Теннисные струны,Новый товар,0,4,4
2026-09-24 06:17:31,243142,"Теннисная струна Babolat PRO LAST - Grey 1,25 12 м",Теннисные струны,Изменение количества,0,15,15
2026-09-24 06:17:31,243142,"Теннисная струна Babolat PRO LAST - Grey 1,25 12 м",Теннисные струны,Товар появился,0,15,15
2026-09-24 06:17:31,241136,"Теннисная струна Babolat RPM Blast Rough Red 1,30 12 метров",Теннисные струны,Новый товар,0,24,24
2026-09-24 06:17:31,243140,"Теннисная струна Babolat RPM Blast Rough Red 1,30 200 метров",Теннисные струны,Новый товар,0,2,2
2026-09-24 06:17:31,241136,"Теннисная струна Babolat RPM Blast Rough Yellow 1,25 12 метров",Теннисные струны,Новый товар,0,12,12
2026-09-24 06:17:31,241136,"Теннисная струна Babolat RPM Blast Rough Yellow 1,30 12 метров",Теннисные струны,Новый товар,0,26,26
2026-09-24 06:17:31,243140,"Теннисная струна Babolat RPM Blast Rough Yellow 1,30 200 метров",Теннисные струны,Новый товар,0,4,4
2026-09-24 06:17:31,243141,"Теннисная струна Babolat RPM Hurricane - Yellow 1,25 12 метров",Теннисные струны,Изменение количества,0,46,46
2026-09-24 06:17:31,243141,"Теннисная струна Babolat RPM Hurricane - Yellow 1,25 12 метров",Теннисные струны,Товар появился,0,46,46
2026-09-24 06:17:31,243141,"Теннисная струна Babolat RPM Hurricane - Yellow 1,30 12 метров",Теннисные струны,Новый товар,0,42,42
2026-09-24 06:17:31,241139-336,"Теннисная струна Babolat RPM Power Brown 1,25 12 метров",Теннисные струны,Новый товар,0,17,17
2026-09-24 06:17:31,241146,"Теннисная струна Babolat RPM Soft 1,25 12 метров",Теннисные струны,Новый товар,0,18,18
2026-09-24 06:17:31,243144,"Теннисная струна Babolat Syn Gut - Black 1,30 12 метров",Теннисные струны,Новый товар,0,16,16
2026-09-24 06:17:31,243144,"Теннисная струна Babolat SYNTHETIC GUT White 1,25 12 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,241110,"Теннисная струна Babolat Xcel 1,30 12 метров",Теннисные струны,Изменение количества,5,4,-1
2026-09-24 06:17:31,281032-PT,"Теннисная струна Head Hawk Power 1,30 200 метров",Теннисные струны,Новый товар,0,3,3
2026-09-24 06:17:31,281022-PT,"Теннисная струна Head Hawk Power - Petrol 1,25 12 метров",Теннисные струны,Новый товар,0,23,23
2026-09-24 06:17:31,281234-AN,"Теннисная струна Head Hawk Touch Antracite 1,20 200 метров",Теннисные струны,Новый товар,0,2,2
2026-09-24 06:17:31,281204-17AN,"Теннисная струна Head Hawk Touch Antracite 1,25 12 метров",Теннисные струны,Изменение количества,16,15,-1
2026-09-24 06:17:31,281103-WH,"Теннисная струна Head Hawk - White 1,20 12 метров",Теннисные струны,Новый товар,0,27,27
2026-09-24 06:17:31,281113-WH,"Теннисная струна Head Hawk White 1,20 200 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,281103-WH,"Теннисная струна Head Hawk White 1,30 12 метров",Теннисные струны,Новый товар,0,23,23
2026-09-24 06:17:31,281794,"Теннисная струна Head LYNX 1,25 (антрацит) 12 метров",Теннисные струны,Новый товар,0,56,56
2026-09-24 06:17:31,281794-16AN,"Теннисная струна Head LYNX (антрацит) 1,30 12 метров",Теннисные струны,Новый товар,0,66,66
2026-09-24 06:17:31,281794-16GE,"Теннисная струна Head LYNX Green 1,30 200 метров",Теннисные струны,Изменение количества,0,2,2
2026-09-24 06:17:31,281794-16GE,"Теннисная струна Head LYNX Green 1,30 200 метров",Теннисные струны,Товар появился,0,2,2
2026-09-24 06:17:31,281784-AN,"Теннисная струна Head LYNX (Серый) 1,25 12 метров",Теннисные струны,Изменение количества,24,25,1
2026-09-24 06:17:31,281052,Теннисная струна Head Lynx Touch - Smoky 1.30 200м,Теннисные струны,Новый товар,0,2,2
2026-09-24 06:17:31,281799-BK,"Теннисная струна Head LYNX Tour Black 1,25 12 метров",Теннисные струны,Новый товар,0,12,12
2026-09-24 06:17:31,281799-BK,"Теннисная струна Head LYNX Tour Black 1,25 200 метров",Теннисные струны,Новый товар,0,5,5
2026-09-24 06:17:31,281799-BK,"Теннисная струна Head LYNX Tour Black 1,30 200 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,281799-CP,"Теннисная струна Head LYNX Tour - Champagne 1,20 12 метров",Теннисные струны,Новый товар,0,16,16
2026-09-24 06:17:31,281799-CP,"Теннисная струна Head LYNX Tour Champagne 1,25 12 метров",Теннисные струны,Новый товар,0,12,12
2026-09-24 06:17:31,281799-CP,"Теннисная струна Head LYNX Tour Champagne 1,30 12 метров",Теннисные струны,Новый товар,0,81,81
2026-09-24 06:17:31,281799-CP,"Теннисная струна Head LYNX Tour Champagne 1,30 200 метров",Теннисные струны,Новый товар,0,8,8
2026-09-24 06:17:31,281790-GR,"Теннисная струна Head LYNX Tour Grey 1,25 12 метров",Теннисные струны,Изменение количества,0,6,6
2026-09-24 06:17:31,281790-GR,"Теннисная струна Head LYNX Tour Grey 1,25 12 метров",Теннисные струны,Товар появился,0,6,6
2026-09-24 06:17:31,281790-GR,"Теннисная струна Head LYNX Tour Grey 1,30 12 метров",Теннисные струны,Новый товар,0,51,51
2026-09-24 06:17:31,281799-OR,"Теннисная струна Head LYNX Tour Orange 1,25 12 метров",Теннисные струны,Изменение количества,0,10,10
2026-09-24 06:17:31,281799-OR,"Теннисная струна Head LYNX Tour Orange 1,25 12 метров",Теннисные струны,Товар появился,0,10,10
2026-09-24 06:17:31,281799-OR,"Теннисная струна Head LYNX Tour Orange 1,25 200 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,281799-OR,"Теннисная струна Head LYNX Tour Orange 1,30 12 метров",Теннисные струны,Новый товар,0,53,53
2026-09-24 06:17:31,281799-OR,"Теннисная струна Head LYNX Tour Orange 1,30 200 метров",Теннисные струны,Новый товар,0,7,7
2026-09-24 06:17:31,281794-17YW,"Теннисная струна Head LYNX Yellow 1,25 12 метров",Теннисные струны,Новый товар,0,57,57
2026-09-24 06:17:31,281794-16YW,"Теннисная струна Head LYNX Yellow 1,30 12 метров",Теннисные струны,Изменение количества,72,71,-1
2026-09-24 06:17:31,281794-16YW,"Теннисная струна Head LYNX Yellow 1,30 200 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,281784,"Теннисная струна Head LYNX (желтый) 1,20 12 метров",Теннисные струны,Новый товар,0,2,2
2026-09-24 06:17:31,281784-YW,"Теннисная струна Head LYNX (желтый) 1,30 12 метров",Теннисные струны,Новый товар,0,32,32
2026-09-24 06:17:31,281784,"Теннисная струна Head LYNX (Зеленый) 1,25 12 метров",Теннисные струны,Новый товар,0,4,4
2026-09-24 06:17:31,281784,"Теннисная струна Head LYNX (Зеленый) 1,30 12 метров",Теннисные струны,Новый товар,0,46,46
2026-09-24 06:17:31,281023-16LSI,"Теннисная струна Head Master Silver 1,30 12 метров",Теннисные струны,Изменение количества,0,19,19
2026-09-24 06:17:31,281023-16LSI,"Теннисная струна Head Master Silver 1,30 12 метров",Теннисные струны,Товар появился,0,19,19
2026-09-24 06:17:31,281033,"Теннисная струна Head Master White 1,30 200 метров",Теннисные струны,Новый товар,0,3,3
2026-09-24 06:17:31,281033,"Теннисная струна Head Master Yellow 1,40 200 метров",Теннисные струны,Новый товар,0,3,3
2026-09-24 06:17:31,281304-NT,"Теннисная струна Head Reflex MLT  Natural 1,25 12 метров",Теннисные струны,Новый товар,0,8,8
2026-09-24 06:17:31,281304-NT,"Теннисная струна Head Reflex MLT Natural 1,30 12 метров",Теннисные струны,Новый товар,0,5,5
2026-09-24 06:17:31,281099-NT,"Теннисная струна Head Rip Control - Natural 1,30 12 метров",Теннисные струны,Изменение количества,0,4,4
2026-09-24 06:17:31,281099-NT,"Теннисная струна Head Rip Control - Natural 1,30 12 метров",Теннисные струны,Товар появился,0,4,4
2026-09-24 06:17:31,281128-BK,"Теннисная струна Head Sonic Pro Black 1,25 12 метров",Теннисные струны,Новый товар,0,41,41
2026-09-24 06:17:31,281128-BK,"Теннисная струна Head Sonic Pro Black 1,25 200 метров",Теннисные струны,Новый товар,0,7,7
2026-09-24 06:17:31,281128-16WH,"Теннисная струна Head Sonic Pro White 1,30 200 метров",Теннисные струны,Новый товар,0,4,4
2026-09-24 06:17:31,281311-BK,"Теннисная струна Head Synthetic Gut - Black 1,30 12 метров",Теннисные струны,Изменение количества,0,5,5
2026-09-24 06:17:31,281311-BK,"Теннисная струна Head Synthetic Gut - Black 1,30 12 метров",Теннисные струны,Товар появился,0,5,5
2026-09-24 06:17:31,281404-BK,"Теннисная струна Head Velocity MLT Black - 1,35 12 метров",Теннисные струны,Новый товар,0,14,14
2026-09-24 06:17:31,281404-PK,"Теннисная струна Head Velocity MLT Pink 1,25 12 метров",Теннисные струны,Новый товар,0,22,22
2026-09-24 06:17:31,281404-YW,"Теннисная струна Head Velocity MLT Yellow - 1,25  12 метров",Теннисные струны,Новый товар,0,9,9
2026-09-24 06:17:31,281404-YW,"Теннисная струна Head Velocity MLT Yellow - 1,30  12 метров",Теннисные струны,Новый товар,0,22,22
2026-09-24 06:17:31,281404-YW,"Теннисная струна Head Velocity MLT - Yellow 1,35  12 метров",Теннисные струны,Новый товар,0,17,17
2026-09-24 06:17:31,WRZ997110,"Теннисная струна Luxilon 4G 1,25 12 метров",Теннисные струны,Изменение количества,0,14,14
2026-09-24 06:17:31,WRZ997110,"Теннисная струна Luxilon 4G 1,25 12 метров",Теннисные струны,Товар появился,0,14,14
2026-09-24 06:17:31,WRZ990144,"Теннисная струна Luxilon 4G Rough 1,25 200 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,WR8310701125,"Теннисная струна Luxilon ECO Spin 1,25 200 метров",Теннисные струны,Новый товар,0,1,1
